Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Status,Prime Mover,Sector Name,Sector,Nameplate Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Energy Source 1,Energy Source 2,Cofire Fuels?,Cofire Energy Source 1,Cofire Energy Source 2,Cofire Energy Source 3,Cofire Energy Source 4,Cofire Energy Source 5,Cofire Energy Source 6,Switch Between Oil and Natural Gas?,Switch When Operating?,Net Summer Capacity with Natural Gas (MW),Net Winter Capacity with Natural Gas (MW),Net Summer Capacity with Oil (MW),Net Winter Capacity with Oil (MW),Time to Switch From Gas to Oil,Time to Switch From Oil to Gas,Factors that Limit Switching?,Storage Limits?,Air Permit Limits?,Other Limits?
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,19,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,2,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,20,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,21,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,22,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,23,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,24,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,25,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,26,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,27,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,28,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,29,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,3,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,30,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,31,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,32,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,33,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,34,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,35,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,36,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,37,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,38,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,39,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,4,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,40,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,41,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,42,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,43,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,44,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,45,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,46,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,47,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,48,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,5,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,6,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,7,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,8,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56683,Charles City,VA,Charles City,9,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,DFO,WO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,1,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,10,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,11,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,12,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,13,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,14,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,15,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,16,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,17,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,18,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,19,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,2,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,20,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,21,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,22,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,23,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,24,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,25,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,26,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,27,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,28,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,29,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,3,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,30,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,31,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,32,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,33,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,34,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,35,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,36,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,37,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,38,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,39,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,4,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,40,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,41,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,42,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,43,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,44,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,45,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,46,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,47,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,48,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,5,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,6,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,7,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,8,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56684,Chesterfield Landfill Gas,VA,Chesterfield,9,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,1,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,10,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,11,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,12,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,13,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,14,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,15,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,16,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,17,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,18,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,19,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,2,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,20,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,21,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,22,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,23,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,24,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,25,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,26,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,27,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,28,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,29,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,3,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,30,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,31,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,32,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,33,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,34,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,35,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,36,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,4,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,5,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,6,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,7,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,8,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56686,King & Queen,VA,King and Queen,9,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,DFO,Y,LFG,DFO,,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,1,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,WO,DFO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,10,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,WO,DFO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,11,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,WO,DFO,,,,N,, , , , ,,,,,,
55938,Industrial Power Generating Company LLC,56687,Mountain View,PA,Franklin,12,OP,IC,IPP Non-CHP,2,0.3,0.3,0.3,LFG,WO,Y,LFG,WO,DFO,,,,N,, , , , ,,,,,,
